"country","region","region_orig","regionhash","speciescode","speciesname","assessment_speciescode","assessment_speciesname","tax_group","presence","annex_II_priority","annex_II","annex_IV","annex_V","comments_annex_II","comments_annex_IV","comments_annex_V"
"CY","MED","MED","317149c4097bff81090799dc6bcfc7b7",1280,"Coluber jugularis",1280,"Coluber jugularis","Reptiles","1","N","N","Y","N","","",""
"SK","PAN","PAN","317ce2f21811c5f276bfbb297937d6d0",1725,"Lindernia procumbens",1725,"Lindernia procumbens","Vascular plants","1","N","N","Y","N","","",""
"FI","BOR","BOR","317e658df8475b9c24723008efe89738",1913,"Phoca hispida saimensis",1913,"Phoca hispida saimensis","Mammals","1","Y","Y","Y","N","","",""
"SI","MMED","MMED","31873fd674cf3c42a31c78c1e8668029",1224,"Caretta caretta",1224,"Caretta caretta","Reptiles","1","Y","Y","Y","N","","",""
"FR","ALP","ALP","319e75d10599af67b49a2fc2c190bd78",5189,"Huperzia selago",1413,"Lycopodium spp.","Vascular plants","OP","N","N","N","Y-CTC","","",""
"PL","ALP","ALP","319f5b7ea8c66d37d8619b2955c8bf4a",1078,"Callimorpha quadripunctaria",1078,"Callimorpha quadripunctaria","Arthropods","1","Y","Y","N","N","","",""
"HU","PAN","PAN","31b68f0e56065819c39896cd55aea763",1303,"Rhinolophus hipposideros",1303,"Rhinolophus hipposideros","Mammals","1","N","Y","Y","N","","",""
"IT","CON","CON","31c003e3a44aa95d5558528814a39516",1328,"Nyctalus lasiopterus",1328,"Nyctalus lasiopterus","Mammals","1","N","N","Y-HTL","N","","",""
"DE","ATL","ATL","31c84bba7ae73213222ca7899bb204d4",1400,"Leucobryum glaucum",1400,"Leucobryum glaucum","Non-vascular plants","1","N","N","N","Y","","",""
"FR","CON","CON","3206569f902197c01bb61204db1796fb",1070,"Coenonympha hero",1070,"Coenonympha hero","Arthropods","1","N","N","Y","N","","",""
"DK","CON","CON","321cab7fe140b15628d722a1ef53009d",1322,"Myotis nattereri",1322,"Myotis nattereri","Mammals","1","N","N","Y-HTL","N","","",""
"ES","MATL","MATL","3228b60ea2be863d43be7936322a03e3",1376,"Lithothamnium coralloides",1376,"Lithothamnium coralloides","Non-vascular plants","1","N","N","N","Y","","",""
"NL","ATL","ATL","329970cd13fc7ff250ef3ce19a2e3e27",1323,"Myotis bechsteinii",1323,"Myotis bechsteinii","Mammals","OCC","N","Y","Y","N","","",""
"PT","ATL","ATL","",1641,"Armeria sampaioi",1641,"Armeria sampaioi","Vascular plants","MAR","N","N","N","Y","","",""
"ES","MAC","MAC","32f2f52f8286c9e6fba9a85efbef6488",1563,"Lotus callis-viridis",1563,"Lotus callis-viridis","Vascular plants","1","N","Y","Y","N","","",""
"SI","ALP","ALP","32f61cd08897eeee5ef45904974be060",1361,"Lynx lynx",1361,"Lynx lynx","Mammals","1","N","Y","Y","N","Annex II : except the Estonian, Latvian and Finnish populations","Annex IV : except the Estonian population","Annex V : Estonian population"
"NL","ATL","ATL","330a212b5981317b2c8dabc74745e395",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"UK","MATL","MATL","330b14927fc6c1c0b411aec53d922e67",2028,"Pseudorca crassidens",2028,"Pseudorca crassidens","Mammals","OCC","N","N","Y-HTL","N","","",""
"DK","CON","CON","330f0dbe58aceebcd643c66e2cfc0159",1109,"Thymallus thymallus",1109,"Thymallus thymallus","Fish","1","N","N","N","Y","","",""
"IT","MED","MED","33210fff5b7c9352b99dc16f5aa7a32a",1426,"Woodwardia radicans",1426,"Woodwardia radicans","Vascular plants","1","N","Y","Y","N","","",""
"IT","CON","CON","332d2a39093f0532c2cf751aefd5af67",1060,"Lycaena dispar",1060,"Lycaena dispar","Arthropods","1","N","Y","Y","N","","",""
"CY","MED","MED","333fee47721d8fbaa520d1a1141cf9ba",1235,"Chamaeleo chamaeleon",1235,"Chamaeleo chamaeleon","Reptiles","1","N","N","Y","N","","",""
"RO","STE","STE","3341128e586fa4d825c55da39c20fd63",4030,"Colias myrmidone",4030,"Colias myrmidone","Arthropods","1","N","Y","Y","N","","",""
"UK","MATL","MATL","33517c173eec3336fa7c5ea9cdc14533",5033,"Hyperoodon ampullatus",5033,"Hyperoodon ampullatus","Mammals","OCC","N","N","Y-HTL","N","","",""
"FR","CON","CON","335716f6dadb5042a479b4ecbc27104f",1902,"Cypripedium calceolus",1902,"Cypripedium calceolus","Vascular plants","1","N","Y","Y","N","","",""
"BG","CON","CON","335aa1610fca280d814da267705a4fe3",1146,"Sabanejewia aurata",1146,"Sabanejewia aurata","Fish","1","N","Y","N","N","","",""
"SI","ALP","ALP","336b06bde11e27ee5081238a87a22c2a",1058,"Maculinea arion",1058,"Maculinea arion","Arthropods","1","N","N","Y","N","","",""
"SI","CON","CON","33aea6970126bcd7aa466485f7de7676",1361,"Lynx lynx",1361,"Lynx lynx","Mammals","1","N","Y","Y","N","Annex II : except the Estonian, Latvian and Finnish populations","Annex IV : except the Estonian population","Annex V : Estonian population"
"PT","MED","MED","33b272bb1037c6c6d68c888df798afb0",1777,"Santolina impressa",1777,"Santolina impressa","Vascular plants","1","N","Y","Y","N","","",""
"IT","MED","MED","022e62ca219f0bed7978c3ebc7555354",1060,"Lycaena dispar",1060,"Lycaena dispar","Arthropods","1","N","Y","Y","N","","",""
"ES","ALP","ALP","025707a870119833484187e6e434cfe1",1849,"Ruscus aculeatus",1849,"Ruscus aculeatus","Vascular plants","1","N","N","N","Y","","",""
"ES","ALP","ALP","026a6b458a396c76eb274c2e738eb6ac",1310,"Miniopterus schreibersii",1310,"Miniopterus schreibersii","Mammals","1","N","Y","Y","N","","",""
"MT","MED","MED","026eaa9158cb3d55c6f6d787f955541e",4047,"Brachytrupes megacephalus",4047,"Brachytrupes megacephalus","Arthropods","1","N","Y","Y","N","","",""
"LV","BOR","BOR","027ad6ab12e08c17d3736632a73cc9b3",2216,"Linaria loeselii",2216,"Linaria loeselii","Vascular plants","1","N","Y","Y","N","","",""
"CZ","PAN","PAN","027e9e6cf2e3cd797de851748cf75108",1134,"Rhodeus sericeus amarus",1134,"Rhodeus sericeus amarus","Fish","1","N","Y","N","N","","",""
"SK","ALP","ALP","02961f2137cdb00505e8ace5fae7e84f",1060,"Lycaena dispar",1060,"Lycaena dispar","Arthropods","1","N","Y","Y","N","","",""
"RO","ALP","ALP","02a33621f2f0512b415bac4811bc614f",4070,"Campanula serrata",4070,"Campanula serrata","Vascular plants","1","Y","Y","Y","N","","",""
"ES","MAC","MAC","02afd97eea15aacf831f0d5f0442b2ca",1231,"Tarentola boettgeri",1231,"Tarentola boettgeri","Reptiles","1","N","N","Y","N","","",""
"FR","ALP","ALP","02bc4160c68fe36095c0bde84480b16a",1314,"Myotis daubentonii",1314,"Myotis daubentonii","Mammals","1","N","N","Y-HTL","N","","",""
"RO","CON","CON","02bfb7e9903a5c91519ec3ad76e28eef",1316,"Myotis capaccinii",1316,"Myotis capaccinii","Mammals","1","N","Y","Y","N","","",""
"PT","MAC","MAC","02f084f9459c0bbda8e53ec3a15f4ec2",1701,"Teucrium abutiloides",1701,"Teucrium abutiloides","Vascular plants","1","N","Y","Y","N","","",""
"PL","CON","CON","0317dfd36107bc44a1b38cb4faa24394",2216,"Linaria loeselii",2216,"Linaria loeselii","Vascular plants","1","N","Y","Y","N","","",""
"IT","CON","CON","0335bfd35dc8a71d848acfde32fc3ead",1096,"Lampetra planeri",1096,"Lampetra planeri","Fish","1","N","Y","N","N","Annex II : except the Estonian, Finnish, and Swedish populations","",""
"ES","MED","MED","033b626fec04e6059a33ababa634a93c",1075,"Graellsia isabellae",1075,"Graellsia isabellae","Arthropods","1","N","Y","N","Y","","",""
"SK","ALP","ALP","03aff1fec9e497916d61b09984ae3132",2120,"Thlaspi jankae",2120,"Thlaspi jankae","Vascular plants","1","N","Y","Y","N","","",""
"ES","MED","MED","03cb90aea34352b7d084d2ce3191b317",5303,"Cobitis calderoni",5303,"Cobitis calderoni","Fish","1","N","Y-CTC","N","N","Annex II : except the Finnish populations","",""
"PT","ATL","ATL","03d2ac7ff2e1cf8c9bf6aca966c388ea",1172,"Chioglossa lusitanica",1172,"Chioglossa lusitanica","Amphibians","1","N","Y","Y","N","","",""
"DK","CON","CON","03e973d22a6b9bfbc551bafdb52479e1",1903,"Liparis loeselii",1903,"Liparis loeselii","Vascular plants","1","N","Y","Y","N","","",""
"DK","ATL","ATL","0401d877be8cd4af53931d159be48841",5009,"Pipistrellus pygmaeus",5009,"Pipistrellus pygmaeus","Mammals","1","N","N","Y-HTL","N","","",""
"ES","MED","MED","0402b594c876650ec2f28aafd89df6b3",1614,"Apium repens",1614,"Apium repens","Vascular plants","1","N","Y","Y","N","","",""
"IT","CON","CON","047cb46d586096b65bfb2cca7085c0f1",1243,"Algyroides nigropunctatus",1243,"Algyroides nigropunctatus","Reptiles","1","N","N","Y","N","","",""
"DE","CON","CON","049c94382cdb6b8215c648c10bf42f1b",2492,"Coregonus albula",2492,"Coregonus albula","Fish","1","N","N","N","Y-HTL","","",""
"IT","CON","CON","04ce777c70605cfa3fdbdbad0f869961",1880,"Stipa veneta",1880,"Stipa veneta","Vascular plants","1","Y","Y","Y","N","","",""
"BG","CON","CON","04d665310b248b0b350b5a688bd1bd8f",6179,"Phengaris nausithous",1061,"Maculinea nausithous","Arthropods","1","N","Y-CTC","Y-CTC","N","","",""
"DE","CON","CON","04dee90a7c9fdd3019960f36912ea59d",4045,"Coenagrion ornatum",4045,"Coenagrion ornatum","Arthropods","1","N","Y","N","N","","",""
"LV","BOR","BOR","04f543362694b0386972a4463320b191",1042,"Leucorrhinia pectoralis",1042,"Leucorrhinia pectoralis","Arthropods","1","N","Y","Y","N","","",""
"FR","ALP","ALP","0518915f75029996ddc2ad21a7609d16",1263,"Lacerta viridis",1263,"Lacerta viridis","Reptiles","1","N","N","Y","N","","",""
"FR","ALP","ALP","053628732b320e189982d384c361e8d4",1209,"Rana dalmatina",1209,"Rana dalmatina","Amphibians","1","N","N","Y","N","","",""
"PL","ALP","ALP","0539fbbf8698524af64a0549dd125cb3",1087,"Rosalia alpina",1087,"Rosalia alpina","Arthropods","1","Y","Y","Y","N","","",""
"AT","ALP","ALP","055e9d0dd387ed85c7d8adc86318bbad",1209,"Rana dalmatina",1209,"Rana dalmatina","Amphibians","1","N","N","Y","N","","",""
"CZ","CON","CON","055f968d5e6e011c2ed15a422352e999",1106,"Salmo salar",1106,"Salmo salar","Fish","1","N","Y","N","Y","Annex II : except the Finnish populations","",""
"DE","ALP","ALP","0568d492358946fde8f3b80c3a0e981d",1326,"Plecotus auritus",1326,"Plecotus auritus","Mammals","1","N","N","Y-HTL","N","","",""
"ES","ATL","ATL","05889f1d3611fa51df5f64bf83cd8c3e",1092,"Austropotamobius pallipes",1092,"Austropotamobius pallipes","Arthropods","1","N","Y","N","Y","","",""
"EE","BOR","BOR","059239092de113cf3050b4e54a1cd85b",1322,"Myotis nattereri",1322,"Myotis nattereri","Mammals","1","N","N","Y-HTL","N","","",""
"HU","PAN","PAN","059974d50d6139a1165a8a17eb57d2ba",1353,"Canis aureus",1353,"Canis aureus","Mammals","1","N","N","N","Y","","",""
"PT","MED","MED","05aa17b5c3acf65cd6028fd0e56255f2",1797,"Doronicum plantagineum ssp. tournefortii",1797,"Doronicum plantagineum ssp. tournefortii","Vascular plants","1","N","N","N","Y","","",""
"BE","CON","CON","05ac672190d1c4033aa40be1d9d0e974",1213,"Rana temporaria",1213,"Rana temporaria","Amphibians","1","N","N","N","Y","","",""
"ES","ATL","ATL","05c2228ecc845e3268f940a7e213dd20",1303,"Rhinolophus hipposideros",1303,"Rhinolophus hipposideros","Mammals","1","N","Y","Y","N","","",""
"PL","CON","CON","05cb7a79db80746bd792da6a0c78c6db",4021,"Phryganophilus ruficollis",4021,"Phryganophilus ruficollis","Arthropods","1","Y","Y","Y","N","","",""
"RO","ALP","ALP","05d12c16c8e442221d61dd125cf86e69",1310,"Miniopterus schreibersii",1310,"Miniopterus schreibersii","Mammals","1","N","Y","Y","N","","",""
"BG","ALP","ALP","05f69a0a0c614866b7bf76c4dc4b5d55",1058,"Maculinea arion",1058,"Maculinea arion","Arthropods","1","N","N","Y","N","","",""
"RO","BLS","BLS","060e0c2d7b0baab8b7a90443ac6156d9",1248,"Podarcis taurica",1248,"Podarcis taurica","Reptiles","1","N","N","Y","N","","",""
"ES","ALP","ALP","0686b76a577e8880ed72e8f7d4cd0e6a",1198,"Pelobates cultripes",1198,"Pelobates cultripes","Amphibians","1","N","N","Y","N","","",""
"AT","ALP","ALP","06c72b86f79db71257dfbbb0aa7a522b",1056,"Parnassius mnemosyne",1056,"Parnassius mnemosyne","Arthropods","1","N","N","Y","N","","",""
"FR","ALP","ALP","06d9d8c4dd76abd0808a78b14e89a939",1333,"Tadarida teniotis",1333,"Tadarida teniotis","Mammals","1","N","N","Y-HTL","N","","",""
"RO","BLS","BLS","06e1e193d244f6d2f3c537e82e6dc444",1159,"Zingel zingel",1159,"Zingel zingel","Fish","1","N","Y","N","Y","","",""
"SK","ALP","ALP","0732bbf5979fe5ba1dc265ee8dc4d2e4",4006,"Rupicapra rupicapra tatrica",4006,"Rupicapra rupicapra tatrica","Mammals","1","Y","Y","Y","N","","",""
"FI","MBAL","MBAL","074df7bcaa4cea69cc66796aab6942ec",1351,"Phocoena phocoena",1351,"Phocoena phocoena","Mammals","OCC","N","Y","Y","N","","",""
"ES","MAC","MAC","07a4231b7f33f6afc342774e9b1d76fc",1566,"Teline salsoloides",1566,"Teline salsoloides","Vascular plants","1","Y","Y","Y","N","","",""
"BG","ALP","ALP","07bf67e7c515a748eb81fe824a65342c",1032,"Unio crassus",1032,"Unio crassus","Molluscs","1","N","Y","Y","N","","",""
"SI","ALP","ALP","07f92af3b992e30c64f0baa8ebcf6b88",5012,"Plecotus macrobullaris",5012,"Plecotus macrobullaris","Mammals","1","N","N","Y-HTL","N","","",""
"ES","MED","MED","081a827a82cef3abb9016c05f660c0fb",5196,"Aphanius baeticus",5196,"Aphanius baeticus","Fish","1","N","Y-CTC","N","N","","",""
"PT","MED","MED","0832195cc63293bb8a3dec07bab075d0",5191,"Lycopodiella inundata",1413,"Lycopodium spp.","Vascular plants","OP","N","N","N","Y-CTC","","",""
"PT","ATL","ATL","087836f7310c90bd03aca33c3fca4c5b",1368,"Capra pyrenaica",1368,"Capra pyrenaica","Mammals","1","N","N","N","Y","","",""
"CZ","PAN","PAN","08a791256e1d92149d6d15a083e620a9",1902,"Cypripedium calceolus",1902,"Cypripedium calceolus","Vascular plants","1","N","Y","Y","N","","",""
"RO","STE","STE","08c83f6e4df783fd1b6b5b7b41971007",1209,"Rana dalmatina",1209,"Rana dalmatina","Amphibians","1","N","N","Y","N","","",""
"IT","MED","MED","09097df0cac06093834475519b9060eb",1047,"Cordulegaster trinacriae",1047,"Cordulegaster trinacriae","Arthropods","1","N","Y","Y","N","","",""
"RO","STE","STE","090dbdcc18148a003ddbe5075dbb45f6",1341,"Muscardinus avellanarius",1341,"Muscardinus avellanarius","Mammals","1","N","N","Y-HTL","N","","",""
"DK","CON","CON","092e7a9d5a1007f0ad8ee4714bfe7e87",1065,"Euphydryas aurinia",1065,"Euphydryas aurinia","Arthropods","1","N","Y","N","N","","",""
"IT","MMED","MMED","0951dc9d27821c73aeced9314810993a",2618,"Balaenoptera acutorostrata",2618,"Balaenoptera acutorostrata","Mammals","OCC","N","N","Y-HTL","N","","",""
"AT","ALP","ALP","0954d094d928c4d30890e0f1f92b8602",1091,"Astacus astacus",1091,"Astacus astacus","Arthropods","1","N","N","N","Y","","",""
"RO","PAN","PAN","09886fd0de3ebcbf9a9a662e4ae6aa2a",1303,"Rhinolophus hipposideros",1303,"Rhinolophus hipposideros","Mammals","1","N","Y","Y","N","","",""
"RO","CON","CON","0993d6f174ca33711ad4edfbd96f8e31",1082,"Graphoderus bilineatus",1082,"Graphoderus bilineatus","Arthropods","1","N","Y","Y","N","","",""
"CY","MED","MED","09ba43c3b09c8b510bf8249181af9672",1333,"Tadarida teniotis",1333,"Tadarida teniotis","Mammals","1","N","N","Y-HTL","N","","",""
"FR","CON","CON","09d125421dc5dc6c2687c0c22e8a3360",4045,"Coenagrion ornatum",4045,"Coenagrion ornatum","Arthropods","1","N","Y","N","N","","",""
"PL","CON","CON","1bec32991b12957b4474d1b112c0a8c5",1067,"Lopinga achine",1067,"Lopinga achine","Arthropods","1","N","N","Y","N","","",""
"SK","PAN","PAN","1c02283b993e2dc2d7dd9b6e90259d5b",1146,"Sabanejewia aurata",1146,"Sabanejewia aurata","Fish","1","N","Y","N","N","","",""
"CY","MMED","MMED","1c6aa1775531e31a3925b4631a681b9c",1224,"Caretta caretta",1224,"Caretta caretta","Reptiles","1","Y","Y","Y","N","","",""
"PT","ATL","ATL","1c9f5af7cb7f9eb97e383f5ce6ee81fe",1135,"Rutilus macrolepidotus",1135,"Rutilus macrolepidotus","Fish","1","N","Y","N","N","","",""
"HU","PAN","PAN","1ce59ca9133392c1bd54231012d56a3c",1363,"Felis silvestris",1363,"Felis silvestris","Mammals","1","N","N","Y","N","","",""
"ES","ATL","ATL","1d094edcbbdaa36e412937c08b8724d8",1625,"Soldanella villosa",1625,"Soldanella villosa","Vascular plants","1","N","Y","Y","N","","",""
"IT","ALP","ALP","1d237b1b25a86e0d2417f3fa745f89f9",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"RO","CON","CON","1d5d01efcb783b58516290d11624d7fd",1034,"Hirudo medicinalis",1034,"Hirudo medicinalis","Other invertebrates","1","N","N","N","Y","","",""
"PL","ALP","ALP","1d5ffded34bdfc081801994441b6ebf5",5009,"Pipistrellus pygmaeus",5009,"Pipistrellus pygmaeus","Mammals","1","N","N","Y-HTL","N","","",""
"FR","CON","CON","1d65d5aee8e1c6ae22837ea8fe0e9895",1281,"Elaphe longissima",1281,"Elaphe longissima","Reptiles","1","N","N","Y","N","","",""
"IT","MED","MED","1da19cd504259d0e5421867f33777fcf",1720,"Euphrasia genargentea",1720,"Euphrasia genargentea","Vascular plants","1","Y","Y","Y","N","","",""
"RO","ALP","ALP","1de64b7d6c69abd5a180f74e31dba356",4036,"Leptidea morsei",4036,"Leptidea morsei","Arthropods","1","N","Y","Y","N","","",""
"FR","CON","CON","1e1b2eb218fe7a581caa4c28cbcda358",1040,"Stylurus flavipes",1040,"Stylurus flavipes","Arthropods","1","N","N","Y","N","","",""
"CZ","PAN","PAN","1e3d1c601667ecf1beae4ffbb732e739",4081,"Cirsium brachycephalum",4081,"Cirsium brachycephalum","Vascular plants","1","N","Y","Y","N","","",""
"PT","MED","MED","1e50cd08b1af9aea04f5c45358175e45",1892,"Holcus setiglumis ssp. duriensis",1892,"Holcus setiglumis ssp. duriensis","Vascular plants","1","N","Y","Y","N","","",""
"FI","BOR","BOR","1e65551f52c4a134ce28aedad90977bd",1320,"Myotis brandtii",1320,"Myotis brandtii","Mammals","1","N","N","Y-HTL","N","","",""
"BG","BLS","BLS","1ec880d489a7a1b5d1306622329f7bc3",1026,"Helix pomatia",1026,"Helix pomatia","Molluscs","1","N","N","N","Y","","",""
"ES","MED","MED","1f0d191bd7cf45e5021de6a5be0b64e8",1195,"Discoglossus jeanneae",1195,"Discoglossus jeanneae","Amphibians","1","N","Y","Y","N","","",""
"FR","CON","CON","1f0d8d231c95da868875d706179fd7f0",5187,"Diphasiastrum tristachyum",1413,"Lycopodium spp.","Vascular plants","OP","N","N","N","Y-CTC","","",""
"AT","ALP","ALP","1f22a8e14db5c01448181c3c26fafdd5",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","1","N","N","Y-HTL","N","","",""
"SI","CON","CON","1f8d6341b4d4f68b2ed1e89d8af3627f",1322,"Myotis nattereri",1322,"Myotis nattereri","Mammals","1","N","N","Y-HTL","N","","",""
"AT","CON","CON","1f96ae8ff3371184ae2b1cd2af1d76fa",4055,"Stenobothrus eurasius",4055,"Stenobothrus eurasius","Arthropods","1","N","Y","Y","N","","",""
"HU","PAN","PAN","1fa8712db3bf608bca260645d6e0a50e",4068,"Adenophora lilifolia",4068,"Adenophora lilifolia","Vascular plants","1","N","Y","Y","N","","",""
"FR","MED","MED","1fc881b12f3cd438553307b2ca211332",1413,"Lycopodium spp.",1413,"Lycopodium spp.","Vascular plants","1","N","N","N","Y","","",""
"ES","ALP","ALP","1fdf44648edc74fd7011e4bde404d4a2",1127,"Rutilus arcasii",1127,"Rutilus arcasii","Fish","1","N","Y","N","N","","",""
"IT","ALP","ALP","1fdf55750faaaf90666eb7e354eaa617",1084,"Osmoderma eremita",1084,"Osmoderma eremita","Arthropods","1","Y","Y","Y","N","","",""
"ES","MED","MED","1feae2d40a4c327fb9b4d4dbf9ba3b4b",1891,"Festuca summilusitana",1891,"Festuca summilusitana","Vascular plants","1","N","Y","Y","N","","",""
"FR","ATL","ATL","1ffd514cdeabc89a972b796e8a73bfa2",1033,"Unio elongatulus",1033,"Unio elongatulus","Molluscs","1","N","N","N","Y","","",""
"DK","CON","CON","20103767ca4d8afa9b8d60e49cd0df69",1308,"Barbastella barbastellus",1308,"Barbastella barbastellus","Mammals","1","N","Y","Y","N","","",""
"AT","CON","CON","202724b4d7aae8d8ec1c105c4915959c",5377,"Carabus (variolosus) nodulosus",5377,"Carabus (variolosus) nodulosus","Arthropods","LR","N","Y-CTC","Y-CTC","N","","",""
"UK","ATL","ATL","202fb40d0e1c851a841c85f718a19cd8",1654,"Gentianella anglica",1654,"Gentianella anglica","Vascular plants","1","N","Y","Y","N","","",""
"CY","MED","MED","20316aedbcde04b9c12830909b3c991c",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","1","N","N","Y-HTL","N","","",""
"IT","CON","CON","20456b2eb2e66715403c8cfa7d4fea5a",1304,"Rhinolophus ferrumequinum",1304,"Rhinolophus ferrumequinum","Mammals","1","N","Y","Y","N","","",""
"PL","CON","CON","2046c58f273a259c46f297ace537c05f",1283,"Coronella austriaca",1283,"Coronella austriaca","Reptiles","1","N","N","Y","N","","",""
"FR","MED","MED","20a644081a4948f41dc4f5bfcd43fb3a",1055,"Papilio hospiton",1055,"Papilio hospiton","Arthropods","1","N","Y","Y","N","","",""
"PL","MBAL","MBAL","20e378e84e6208f2ac1f5dbc47430cb4",1365,"Phoca vitulina",1365,"Phoca vitulina","Mammals","OCC","N","Y","N","Y","","",""
"NL","ATL","ATL","20ffb1b3e7acf8c7d220a93f7d2999a9",1393,"Drepanocladus vernicosus",1393,"Drepanocladus vernicosus","Non-vascular plants","1","N","Y","N","N","","",""
"IT","MED","MED","210062d7819ead1cf8094e6d2d57dfa4",5349,"Salmo cetti",5349,"Salmo cetti","Fish","1","N","Y-CTC","N","N","","",""
"DE","CON","CON","211b0a106fa9d83a6ceeb33fddee66e1",4064,"Theodoxus transversalis",4064,"Theodoxus transversalis","Molluscs","1","N","Y","Y","N","","",""
"RO","ALP","ALP","2140a28c02ff0eab66fa048744c18b9e",1312,"Nyctalus noctula",1312,"Nyctalus noctula","Mammals","1","N","N","Y-HTL","N","","",""
"CY","MED","MED","214dfe490b3cd748fabc26a0bee1b847",2306,"Crocus cyprius",2306,"Crocus cyprius","Vascular plants","1","N","Y","Y","N","","",""
"CZ","CON","CON","21af12eff4dcf121637fbdca79ff3ebc",2633,"Mustela eversmanii",2633,"Mustela eversmanii","Mammals","1","N","Y","Y","N","","",""
